First Name,Last Name,State,Birthday,Phone,Email,Lead Status,Sales Contact,facebook,facebook_id,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
David,Cicilline,RI,7/15/1961,202-225-4911,https://cicilline.house.gov/contact-me/email-me,http://cicilline.house.gov/rss.xml,RepCicilline,CongressmanDavidCicilline,1.87E+14,RepDavidCicilline,UC3sCl46o8hYP69LnidNltuw,C001084,2055,N00032019,,1033865,412470,7349,David N. Cicilline,gIQA6P5YKP,21172,David Cicilline
Yvette,Clarke,NY,11/21/1964,202-225-6231,https://clarke.house.gov/contact/email-me,http://clarke.house.gov/news/rss.aspx,YvetteClarke,repyvettedclarke,1.35E+14,repyvetteclarke,UC8SuQiuL2P9fUHAxuRoTdUQ,C001067,1864,N00026961,,1022875,412221,44741,Yvette D. Clarke,gIQAOxvIAP,20733,Yvette Clarke
Wm.,Clay,MO,7/27/1956,202-225-2406,http://lacyclay.house.gov/contact-form/,,,1.09E+14,1.09E+14,WilliamLacyClay,UCB3yVQzlxhx3brOwaWtiXoQ,C001049,1654,N00012460,,88332,400074,8967,,gIQA1BJQAP,20147,Lacy Clay
Emanuel,Cleaver,MO,10/26/1944,202-225-4535,https://cleaver.house.gov/contact/email-me,http://cleaver.house.gov/rss.xml,RepCleaver,emanuelcleaverii,7954512692,repcleaver,UCVC-7CLFjXczoihr5FxDLsw,C001061,1790,N00026790,,10933,400639,39507,,gIQANj8PAP,20517,Emanuel Cleaver
James,Clyburn,SC,7/21/1940,202-225-3315,https://clyburn.house.gov/contact-me/email-me,http://clyburn.house.gov/rss.xml,Clyburn,jameseclyburn,1.28E+14,repjamesclyburn,UCIyU_UA_JEa14gvAwhquKqg,C000537,208,N00002408,,21607,400075,27066,James E. Clyburn,gIQAv50L9O,39301,Jim Clyburn
Daniel,Coats,IN,5/16/1943,202-224-5623,http://www.coats.senate.gov/contact/,http://www.coats.senate.gov/rss/feeds/?type=all&amp;,SenDanCoats,1.81E+14,1.81E+14,SenatorCoats,UCipTNiqJBYHutxpMxo0UOYw,C000542,209,N00003845,S212,6080,402675,53291,Dan Coats,gIQAGGdaAP,14806,Dan Coats
Mike,Coffman,CO,3/19/1955,202-225-7882,https://coffman.house.gov/contact/email-me,http://coffman.house.gov/index.php?format=feed&amp;type=rss,RepMikeCoffman,repmikecoffman,3.66E+11,CongressmanCoffman,UCBCe9Os3VRutyBw3aLhYq5g,C001077,1912,N00024753,,1031340,412271,1535,Mike Coffman,gIQA5XQQAP,20906,Mike Coffman
Steve,Cohen,TN,5/24/1949,202-225-3265,https://cohen.house.gov/contact-me/email-me,http://cohen.house.gov/rss.xml,RepCohen,CongressmanSteveCohen,1.11E+14,repcohen,UC_NJlnsOBjOameUwZk0rvsA,C001068,1878,N00003225,,1022876,412236,24340,,gIQAxQaQAP,20748,Steve Cohen
Tom,Cole,OK,4/28/1949,202-225-6165,https://coleforms.house.gov/contact/default.aspx,http://cole.house.gov/rss.xml,TomColeOK04,TomColeOK04,1.46E+14,reptomcole,UCvqzPm_YnNkfEHpm3SEMJMQ,C001053,1742,N00025726,,1003609,400077,46034,Tom Cole,gIQATSaQAP,20344,Tom Cole
K.,Conaway,TX,6/11/1948,202-225-3605,https://conaway.house.gov/forms/writeyourrep/default.aspx,,ConawayTX11,mike.conaway,2.03E+14,mikeconaway11,UCR3dhwhVfxmmqv6ct2Xa1-g,C001062,1805,N00026041,,1004595,400655,49935,Mike Conaway,gIQAkUaQAP,20531,Mike Conaway
Gerald,Connolly,VA,3/30/1950,202-225-1492,https://forms.house.gov/connolly/contact-form.shtml,http://connolly.house.gov/common/rss//index.cfm?rss=44,GerryConnolly,CongressmanGerryConnolly,1.77E+11,repconnolly,UC4WG9PlmoOeSLIuyVjs-RSA,C001078,1959,N00029891,,1015936,412272,95078,,gIQA3zDRAP,20952,Gerry Connolly
John,Conyers,MI,5/16/1929,202-225-5126,https://conyers.house.gov/index.cfm/online-contact-form,http://conyers.house.gov/index.cfm/rss/feed,RepJohnConyers,CongressmanConyers,2.07E+11,JCMI14,UCzlwBp7_m0t3f2UiFubvWgg,C000714,229,N00004029,,1824,400080,26904,"John Conyers, Jr.",gIQA4cvo9O,10713,John Conyers
Jim,Cooper,TN,6/19/1954,202-225-4311,https://cooper.house.gov/contact/email-me,http://cooper.house.gov/index.php?format=feed&amp;type=rss,RepJimCooper,JimCooper,,RepJimCooper,UCjplyIIQbNZcl013AyDfPNg,C000754,231,N00003132,,1201,400081,48891,Jim Cooper,gIQABq669O,15019,Jim Cooper
Jim,Costa,CA,4/13/1952,202-225-3341,http://www.house.gov/formcosta/issue.htm,http://costa.house.gov/index.php?format=feed&amp;type=rss,RepJimCosta,RepJimCosta,,RepJimCostaCA20,UCVgXX23eJEai6GiBOKO6dvA,C001059,1774,N00026341,,19599,400618,3577,,gIQAwvJSAP,20501,Jim Costa
Joe,Courtney,CT,4/6/1953,202-225-2076,https://courtney.house.gov/email-joe1,http://courtney.house.gov/index.php?format=feed&amp;type=rss,RepJoeCourtney,joecourtney,3.30E+11,repcourtney,UCGVIfe1T2hO1Lx7ap5Wkv1w,C001069,1836,N00024842,,1021284,412193,30333,Joe Courtney,gIQAQONRAP,20706,Joe Courtney (politician)
Michael,Crapo,ID,5/20/1951,202-224-6142,http://www.crapo.senate.gov/contact/email.cfm,,MikeCrapo,mikecrapo,80335332266,senatorcrapo,UCMHzKHg1BE7dEcFjnayw1lA,C000880,250,N00006267,S266,26440,300030,26830,Mike Crapo,gIQA3hslDP,29345,Mike Crapo
Eric,Crawford,AR,1/22/1966,202-225-4076,http://crawford.house.gov/contact/,http://crawford.house.gov/news/rss.aspx,RepRickCrawford,RepRickCrawford,1.43E+14,RepRickCrawford,UCLKAkVl4BHRK73lmDiIgPYg,C001087,1989,N00030770,,623259,412400,119208,Rick Crawford,gIQAlMfVKP,21106,Rick Crawford (politician)
Ander,Crenshaw,FL,9/1/1944,202-225-2501,https://forms.house.gov/write/crenshaw/email-me.shtml,,AnderCrenshaw,2.00E+11,2.00E+11,RepAnderCrenshaw,UCr3i3We3fsHJdUufmqDL7_w,C001045,1643,N00012739,,1007679,400086,31130,Ander Crenshaw,gIQASSNRAP,20111,Ander Crenshaw
Joseph,Crowley,NY,3/16/1962,202-225-3965,https://crowley.house.gov/contact-me/email-me,http://crowley.house.gov/rss.xml,RepJoeCrowley,repjoecrowley,1.76E+14,RepJoeCrowley,UCni23wivejzkS9G1L_XEBQw,C001038,1604,N00001127,,57880,400087,4295,Joseph Crowley,gIQACIr09O,29925,Joseph Crowley
Henry,Cuellar,TX,9/19/1955,202-225-1640,https://cuellar.house.gov/forms/writeyourrep/default.aspx,http://cuellar.house.gov/news/rss.aspx,RepCuellar,1.53E+11,1.53E+11,henrycuellar,UCVgEOdJx3tyILO9EjZ-heEQ,C001063,1807,N00024978,,1013062,400657,5486,,gIQAHjjSAP,20533,Henry Cuellar
John,Culberson,TX,8/24/1956,202-225-2571,https://culbersonforms.house.gov/forms/writeyourrep/default.aspx,http://culberson.house.gov/rss/,CongCulberson,CongressmanCulberson,1751723339,johnculbersontx07,UCv9NX2RA2jQQniHohgqy_KQ,C001048,1670,N00009738,,88078,400089,5488,John Culberson,gIQArjZfAP,20139,John Culberson
Elijah,Cummings,MD,1/18/1951,202-225-4741,https://cummings.house.gov/contact-me/email-me,http://cummings.house.gov/rss.xml,RepCummings,elijahcummings,2.91E+11,ElijahECummings,UCMasH4jR80RdkqyuF0neFZg,C000984,256,N00001971,,43300,400090,345,Elijah Cummings,gIQAKaxDAP,29587,Elijah Cummings
Danny,Davis,IL,9/6/1941,202-225-5006,https://davis.house.gov/email-me,http://davis.house.gov/index.php?format=feed&type=rss,RepDannyDavis,2.81E+14,2.81E+14,dannykdavis07,UCdhrT09_XMr31tuI8OcKsjQ,D000096,1477,N00004884,,44325,400093,233,Danny K. Davis,gIQAgWpbKP,29717,Danny K. Davis
Susan,Davis,CA,4/13/1944,202-225-2040,https://susandavisforms.house.gov/forms/writeyourrep/,,RepSusanDavis,RepSusanDavis,1.04E+14,,,D000598,1641,N00009604,,85595,400097,8168,,gIQAumASAP,20108,Susan Davis (politician)
Peter,DeFazio,OR,5/27/1947,202-225-6416,https://defazio.house.gov/contact/email-me,http://www.defazio.house.gov/index.php?format=feed&amp;type=rss,RepPeterDeFazio,RepPeterDeFazio,94324364811,PeterDeFazio,UCIF3HunhsVgTv7L2grnq2Rg,D000191,279,N00007781,,6068,400100,27037,Peter DeFazio,gIQAS87AAP,15410,Peter DeFazio
Diana,DeGette,CO,7/29/1957,202-225-4431,https://degette.house.gov/contact/send-me-an-email/email-me,http://degette.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,RepDianaDeGette,DianaDeGette,1.11E+11,RepDianaDeGette,UCWFQCRTHwsHg9P1Hf-EQtew,D000197,1479,N00006134,,90293,400101,561,Diana DeGette,gIQADVSDAP,29710,Diana DeGette
Rosa,DeLauro,CT,3/2/1943,202-225-3661,https://forms.house.gov/delauro/webforms/contact_form_email.shtml,http://delauro.house.gov/index.php?format=feed&amp;type=rss,RosaDeLauro,CongresswomanRosaDeLauro,1.81E+14,rosadelauro,UC9ROfGBm7kSLCEDYwFF6McQ,D000216,281,N00000615,,19040,400103,26788,Rosa DeLauro,gIQAkOCT9O,29109,Rosa DeLauro
Jeff,Denham,CA,7/29/1967,202-225-4540,https://denham.house.gov/contact-me/email-me,http://denham.house.gov/rss.xml,RepJeffDenham,RepJeffDenham,1.34E+14,repjeffdenham,UCm59PEM_tgTvhm5-wIfnrRg,D000612,1995,N00031593,,623287,412403,28769,,gIQA6BMZKP,21109,Jeff Denham
Charles,Dent,PA,5/24/1960,202-225-6411,https://dent.house.gov/?p=ContactForm,http://dent.house.gov/?a=rss.feed,,CongressmanDent,69862092533,CongressmanDent,UCoC_r0R2M_74UVrH4A44awQ,D000604,1799,N00026171,,1011395,400648,9121,Charles W. Dent,gIQAY7qLAP,20526,Charlie Dent
Scott,DesJarlais,TN,2/21/1964,202-225-6831,http://desjarlais.house.gov/contact/email-me,http://desjarlais.house.gov/news/rss.aspx,DesJarlaisTN04,ScottDesJarlaisTN04,,ScottDesJarlaisTN04,UCvjuSLoi3hS0ECQvJLhwOkA,D000616,2062,N00030957,,623517,412477,123473,,gIQAQg5WKP,21179,Scott DesJarlais
Theodore,Deutch,FL,5/7/1966,202-225-3001,https://teddeutch.house.gov/forms/writeyourrep/default.aspx,http://teddeutch.house.gov/news/rss.aspx,RepTedDeutch,CongressmanTedDeutch,1.12E+14,congressmanteddeutch,UC1JlTLRUDkzhM2htvI9QJTA,D000610,1976,N00031317,,9267613,412385,67151,Theodore E. Deutch,gIQAgpzZKP,20959,Ted Deutch
Mario,Diaz-Balart,FL,9/25/1961,202-225-4211,http://mariodiazbalart.house.gov/contact-mario/write-rep-diaz-balart,http://mariodiazbalart.house.gov/rss.xml,MarioDB,mdiazbalart,1.20E+14,MarioDiazBalart,UCpEEd0Plxx5D78pI4a4mFTQ,D000600,1717,N00025337,,1003562,400108,24312,Mario Diaz-Balart,gIQAvrSaAP,20316,Mario Díaz-Balart
Lloyd,Doggett,TX,10/6/1946,202-225-4865,https://forms.house.gov/doggett/webforms/issue_subscribe.htm,http://doggett.house.gov/index.php/component/ninjarsssyndicator/?feed_id=1&amp;format=raw,RepLloydDoggett,lloyddoggett,1.54E+11,doggett,UCN-kiLKyHPcfRVZ28sAHS_g,D000399,303,N00006023,,36810,400111,21689,,gIQA0jEdKP,29571,Lloyd Doggett
Joe,Donnelly,IN,9/28/1955,202-224-4814,http://www.donnelly.senate.gov/contact/email-joe,http://www.donnelly.senate.gov/rss/feeds/?type=all,SenDonnelly,senatordonnelly,1.68E+14,sendonnelly,UC7H5Lz0BUaTRlWXk9QsIwsg,D000607,1850,N00026586,S356,1012000,412205,34212,Joe Donnelly,gIQAM8hOAP,20717,Joe Donnelly
Michael,Doyle,PA,8/5/1953,202-225-2135,https://doyle.house.gov/contact-me/email-me,http://doyle.house.gov/rss.xml,USRepMikeDoyle,usrepmikedoyle,79663724861,CongressmanDoyle,UCni9vINmgerEeVXhKCC9qbA,D000482,316,N00001373,,36774,400114,21853,Michael F. Doyle,gIQAlqEdKP,29561,Michael F. Doyle
Sean,Duffy,WI,10/3/1971,202-225-3365,http://duffy.house.gov/contact,http://duffy.house.gov/rss.xml,RepSeanDuffy,RepSeanDuffy,1.20E+14,RepSeanDuffy,UChq-eV2HnV7Kr2zmj0yua7g,D000614,2072,N00030967,,623570,412488,126238,Sean Duffy,gIQAx21QKP,21189,Sean Duffy
Jeff,Duncan,SC,1/7/1966,202-225-5301,https://jeffduncan.house.gov/contact-me/email-me,http://jeffduncan.house.gov/rss.xml,RepJeffDuncan,RepJeffDuncan,1.87E+14,congjeffduncan,UC1tuXL6ymImdpKYGEAH83QA,D000615,2057,N00030752,,62713,412472,47967,Jeff Duncan,gIQAfghZKP,21174,Jeff Duncan (politician)
John,Duncan,TN,7/21/1947,202-225-5435,https://duncan.house.gov/contact-me/email-me,http://duncan.house.gov/rss.xml,RepJohnDuncanJr,CongressmanDuncan,1.02E+14,RepJohnDuncan,UCCpcKqQfp9gVkeD1t7uYLKQ,D000533,322,N00003209,,6114,400116,27069,,gIQA7YKbKP,15455,Jimmy Duncan (U.S. politician)
Donna,Edwards,MD,6/28/1958,202-225-8699,https://forms.house.gov/formdonnaedwards/issue_subscribe.shtml,http://www.house.gov/common/rss/?rss=24,RepDonnaEdwards,1.07E+11,1.07E+11,RepDonnaFEdwards,UCIz4aCNtg77Cg9U8v0JRCBA,E000290,1894,N00028249,,38535,412263,65085,,gIQAqUKbKP,20763,Donna Edwards
Keith,Ellison,MN,8/4/1963,202-225-4755,http://ellison.house.gov/contact,http://ellison.house.gov/index.php?format=feed&amp;type=rss,KeithEllison,Keith.Ellison,7997462059,RepKeithEllison,UCR_QMi3wGy7xPUZxaIRi9QA,E000288,1857,N00028257,,1022556,412215,38982,Keith Ellison,gIQA98OxDP,20727,Keith Ellison
Renee,Ellmers,NC,2/9/1964,202-225-4531,https://ellmersforms.house.gov/contact-us1,http://ellmers.house.gov/common/rss//index.cfm?rss=49,RepReneeEllmers,reneeellmers,1.68E+14,repreneeellmers,UCHlEm6WDK8UWn5STL_fZm_g,E000291,2036,N00031513,,1033793,412457,120897,Renee Ellmers,gIQAATqZKP,21159,Renee Ellmers
Eliot,Engel,NY,2/18/1947,202-225-2464,https://engel.house.gov/write-your-rep1,,RepEliotEngel,RepEliotLEngel,1.03E+11,engel2161,UCZ-ctBF-a6CYPJWDoBV_JyA,E000179,344,N00001003,,6109,400122,26972,,gIQAxS2pAP,15603,Eliot Engel
Anna,Eshoo,CA,12/13/1942,202-225-8104,https://eshoo.house.gov/email-me/,http://eshoo.house.gov/index.php?format=feed&amp;type=rss,RepAnnaEshoo,RepAnnaEshoo,1.75E+11,RepAnnaEshoo,UCjRvhco2d59GBgA78IIIaYQ,E000215,355,N00007335,,26130,400124,26741,,gIQAdlYxDP,29312,Anna Eshoo
Blake,Farenthold,TX,12/12/1961,202-225-7742,http://farentholdforms.house.gov/contact/email.htm,http://farenthold.house.gov/index.php?format=feed&amp;type=rss,Farenthold,BlakeFarenthold,1.87E+14,BlakeFarenthold,UC-xQNCjaivVnqozyXtjcqww,F000460,2067,N00031672,,95180,412482,116919,Blake Farenthold,gIQA6OqZKP,21184,Blake Farenthold
Sam,Farr,CA,7/4/1941,202-225-2861,https://forms.house.gov/farr/webforms/issue_subscribe.html,http://www.farr.house.gov/index.php?format=feed&amp;type=rss,RepSamFarr,RepSamFarr,7018136294,CongressmanSamFarr,UCoSsBwU28xzKM8lKeeHXEzQ,F000030,368,N00007312,,30645,400129,26745,,gIQAPPNqAP,29313,Sam Farr
Chaka,Fattah,PA,11/21/1956,202-225-4001,https://fattahforms.house.gov/contact-rep-fattah,http://www.house.gov/common/rss//index.cfm?rss=34,ChakaFattah,repfattah,1.66E+14,ChakaFattah,UCkTfk-NcVzE1hk-svI6mclw,F000043,371,N00001746,,36763,400130,21850,Chaka Fattah,gIQAvQNqAP,29559,Chaka Fattah
Stephen,Fincher,TN,2/7/1973,202-225-4714,https://fincher.house.gov/contact/email-me#.U06uR_ldWVo,http://fincher.house.gov/rss.xml,RepFincherTN08,RepFincherTN08,1.29E+14,CongressmanFincher,UCDOY7qdLPB7nQuQSWrQPalw,F000458,2064,N00031141,,9268967,412479,124659,,gIQAnqGVKP,21181,Stephen Fincher
Michael,Fitzpatrick,PA,6/28/1963,202-225-4276,https://fitzpatrick.house.gov/contact-me/email-me,http://fitzpatrick.house.gov/rss.xml,RepFitzpatrick,RepFitzpatrick,1.32E+14,RepFitzpatrickPA8,UCyhzr8XFw5gpQfDx63YI8_Q,F000451,1797,N00027229,,33378,400646,46971,,gIQApV5UKP,20524,Mike Fitzpatrick
Jeff,Flake,AZ,12/31/1962,202-224-4521,http://www.flake.senate.gov/contact.cfm,http://www.flake.senate.gov/public/index.cfm/rss/feed,JeffFlake,senatorjeffflake,,flakeoffice,UCPSnRxko_G21KzwgXmOZaeQ,F000444,1633,N00009573,S358,87582,400134,28128,Jeff Flake,gIQAU2XIAP,20100,Jeff Flake
Charles,Fleischmann,TN,10/11/1962,202-225-3271,https://fleischmann.house.gov/contact-me/email-me,http://fleischmann.house.gov/rss.xml,RepChuck,repchuck,1.90E+14,repchuck,UCTtRrJkM-R-f2K0byCMvHgw,F000459,2061,N00030815,,95146,412476,123456,,gIQAav8tKP,21178,Chuck Fleischmann
John,Fleming,LA,7/5/1951,202-225-2777,https://fleming.house.gov/contact/contactform.htm,http://fleming.house.gov/news/rss.aspx,RepFleming,repjohnfleming,3.72E+11,larep04,UCLr9rukyGH_m3fNkpYc4djg,F000456,1924,N00029679,,1031345,412275,108811,John Fleming (Louisiana),gIQARR2pAP,20918,John Fleming (U.S. politician)
Bill,Flores,TX,2/25/1954,202-225-6105,https://billflores.house.gov/contact/,http://flores.house.gov/common/rss//index.cfm?rss=25,RepBillFlores,RepBillFlores,1.46E+14,RepBillFlores,UCA7MgQ_ccBlCqoxV56B6nmA,F000461,2065,N00031545,,623540,412480,116906,,gIQA9K9UKP,21182,Bill Flores
J.,Forbes,VA,2/17/1952,202-225-6365,https://forbes.house.gov/contact/contactform.htm,http://forbes.house.gov/news/rss.aspx,Randy_Forbes,randyforbes,3.56E+11,RepRandyForbes,UCf1z2I7fvtDFTTiV1962Olw,F000445,1683,N00013799,,89584,400137,5146,Randy Forbes,gIQAqP2pAP,20143,Randy Forbes
Jeff,Fortenberry,NE,12/27/1960,202-225-4806,https://fortenberry.house.gov/contact-me1,http://fortenberry.house.gov/index.php?format=feed&amp;type=rss,JeffFortenberry,jefffortenberry,48426842354,JeffFortenberry,UCbWUvw3gQhbFyJzt1Nh6cAA,F000449,1793,N00026631,,1013049,400640,41929,Jeff Fortenberry,gIQAfqrHAP,20518,Jeff Fortenberry
Virginia,Foxx,NC,6/29/1943,202-225-2071,https://foxx.house.gov/forms/writeyourrep/?zip5=&zip4=,http://foxx.house.gov/common/rss/?rss=55,VirginiaFoxx,RepVirginiaFoxx,,repvirginiafoxx,UCggineJcxJn80TRXxdQbx6w,F000450,1791,N00026166,,1013052,400643,6051,Virginia Foxx,gIQARSNqAP,20521,Virginia Foxx
Trent,Franks,AZ,6/19/1957,202-225-4576,https://franks.house.gov/contact-me/email-me,http://franks.house.gov/rss.xml,RepTrentFranks,TrentFranks,2.09E+11,,,F000448,1707,N00006423,,1003550,400141,28399,Trent Franks,gIQAbTtMAP,20304,Trent Franks
Rodney,Frelinghuysen,NJ,4/29/1946,202-225-5034,https://frelinghuysenforms.house.gov/contact-form,http://frelinghuysen.house.gov/common/rss/?rss=3,USRepRodney,rfrelinghuysen,1.92E+14,RepFrelinghuysen,UCePp5KwEKTtu3GM6gkVIkmg,F000372,414,N00000684,,37781,400142,22177,,gIQAFP2pAP,29541,Rodney Frelinghuysen
Marcia,Fudge,OH,10/29/1952,202-225-7032,https://fudgeforms.house.gov/contact-form,http://fudge.house.gov/common/rss//index.cfm?rss=25,RepMarciaFudge,RepMarciaLFudge,2.79E+11,marcialfudge,UClmYIIhIcL-WwtBAy1Dhokg,F000455,1895,N00030490,,1030928,412327,110640,Marcia L. Fudge,gIQAjN2pAP,20941,Marcia Fudge
John,Garamendi,CA,1/24/1945,202-225-1880,https://garamendi.house.gov/contact-me/email-me,http://garamendi.house.gov/rss.xml,RepGaramendi,repgaramendi,1.83E+11,garamendiCA10,UCRym1qsO72C39gX6pBu4icg,G000559,1973,N00030856,,18413,412382,29664,,gIQAZT3s6O,20958,John Garamendi
Cory,Gardner,CO,8/22/1974,202-224-5941,,,SenCoryGardner,SenCoryGardner,1.61E+14,,UC7Vi5vAFb7piu_BNwrYDBxQ,G000562,1998,N00030780,S377,623308,412406,30004,Cory Gardner,gIQAAaFWKP,21112,Cory Gardner
Scott,Garrett,NJ,7/9/1959,202-225-4465,https://garrettforms.house.gov/forms/writeyourrep/?zip5=07452&zip4=3321,http://garrett.house.gov/rss.xml,RepGarrett,repscottgarrett,6756553401,repscottgarrett,UC5DG4Otnhpd3ZnUiEairZTg,G000548,1737,N00000743,,1003601,400145,4430,Scott Garrett,gIQAutKHAP,20336,Scott Garrett
Bob,Gibbs,OH,6/14/1954,202-225-6265,https://gibbs.house.gov/contact-me/email-me,http://gibbs.house.gov/rss.xml,RepBobGibbs,RepBobGibbs,1.91E+14,RepBobGibbs,UC4J-kVbeE32Up-b_wTLEUmA,G000563,2049,N00031128,,1033844,412463,45466,Bob Gibbs,gIQAlN3VKP,21165,Bob Gibbs
Christopher,Gibson,NY,5/13/1964,202-225-5614,http://gibson.house.gov/contact/,http://gibson.house.gov/news/rss.aspx,RepChrisGibson,RepChrisGibson,1.90E+14,repchrisgibson,UCby83MnVnhenAV8F7vZkf-w,G000564,2043,N00031998,,1033827,412453,127042,,gIQAHlhZKP,21156,Chris Gibson (New York politician)
Louie,Gohmert,TX,8/18/1953,202-225-3035,http://gohmert.house.gov/contact/,http://gohmert.house.gov/news/rss.aspx,RepLouieGohmert,50375006903,50375006903,GohmertTX01,UC0HMa6X3iMhMq96kkRLLTog,G000552,1801,N00026148,,1011394,400651,50029,Louie Gohmert,gIQA0GxpAP,20527,Louie Gohmert
Bob,Goodlatte,VA,9/22/1952,202-225-5431,http://goodlatte.house.gov/contacts/new,http://goodlatte.house.gov/press_releases.rss,RepGoodlatte,BobGoodlatte,6459789414,RepBobGoodlatte,UCvjZ1XhXidxiyfm2ICEbNKg,G000289,446,N00009154,,27025,400154,27116,Bob Goodlatte,gIQACAHpAP,39308,Bob Goodlatte
Paul,Gosar,AZ,11/22/1958,202-225-2315,https://gosar.house.gov/contact-me/email-me,http://gosar.house.gov/rss.xml,RepGosar,repgosar,1.04E+14,repgosar,UC5orqw_9acsKWSRbrqTDXBw,G000565,1992,N00030771,,62470,412397,123491,Paul Gosar,gIQAzppVKP,21103,Paul Gosar
Trey,Gowdy,SC,8/22/1964,202-225-6030,https://gowdy.house.gov/forms/writeyourrep/default.aspx,http://gowdy.house.gov/news/rss.aspx,TGowdySC,1.43E+14,1.43E+14,TGowdySC,UCVvxvugtuNZSygB4z4aVfsg,G000566,2058,N00030880,,9268950,412473,121782,Trey Gowdy,gIQAAozZKP,21175,Trey Gowdy
Kay,Granger,TX,1/18/1943,202-225-5071,http://kaygranger.house.gov/contact-kay/email-me,http://kaygranger.house.gov/rss.xml,RepKayGranger,RepKayGranger,49640749719,RepKayGranger,UCsRMtemAkyLh78MPES6gMVQ,G000377,1487,N00008799,,45709,400157,334,,gIQAJGdW9O,29762,Kay Granger
Charles,Grassley,IA,9/17/1933,202-224-3744,http://www.grassley.senate.gov/constituents/questions-and-comments,http://grassley.senate.gov/customcf/rss_feed.cfm,ChuckGrassley,grassley,1.06E+11,senchuckgrassley,UCiCPRkcLMInpDeOqGkMTt4w,G000386,457,N00001758,S153,1167,300048,53293,Chuck Grassley,gIQAxsWx9O,14226,Chuck Grassley
Sam,Graves,MO,11/7/1963,202-225-7041,https://gravesforms.house.gov/email-sam,http://graves.house.gov/common/rss/index.cfm?rss=25,RepSamGraves,1.19E+11,1.19E+11,,,G000546,1656,N00013323,,89873,400158,9425,,gIQAEvXIAP,20124,Sam Graves
Tom,Graves,GA,2/3/1970,202-225-5211,http://tomgraves.house.gov/contact/,http://tomgraves.house.gov/news/rss.aspx,RepTomGraves,reptomgraves,1.05E+14,CongressmanGraves,UCBxeA4MWCmfUox57bUTEH0g,G000560,1979,N00030788,,11519,412388,31969,Tom Graves,gIQA82YuKP,20962,Tom Graves
Al,Green,TX,9/1/1947,202-225-7508,https://algreen.house.gov/contact-me/email-me,http://algreen.house.gov/rss.xml,RepAlGreen,repalgreen,1.36E+14,RepAlGreen,UCFtgMZm1YUXaZ8OtOj-GDjA,G000553,1803,N00026686,,1012969,400653,49680,Al Green,gIQA7bXzDP,20529,Al Green (politician)
Gene,Green,TX,10/17/1947,202-225-1688,https://green.house.gov/contact-me/email-me,http://green.house.gov/rss.xml,RepGeneGreen,RepGeneGreen,1.29E+11,RepGeneGreen,UCc6B7e8ontd_yKsPt_6w2oA,G000410,462,N00005870,,26156,400160,27100,,gIQAYwnpAP,39304,Gene Green
H.,Griffith,VA,3/15/1958,202-225-3861,https://morgangriffith.house.gov/contact/contactform.htm,http://morgangriffith.house.gov/news/rss.aspx,RepMGriffith,RepMorganGriffith,1.42E+14,RepMorganGriffith,UCzxqD7EY_Rdvbc0spbaYkJA,G000568,2070,N00032029,,62766,412485,5148,Morgan Griffith,gIQA8LqZKP,21191,Morgan Griffith
Raúl,Grijalva,AZ,2/19/1948,202-225-2435,https://grijalvaforms.house.gov/email-raul,http://grijalva.house.gov/common/rss/?rss=13,RepraulGrijalva,Rep.Grijalva,73539896233,raulgrijalvaaz07,UC8JZLnXS21bhNbcvpoM8O7g,G000551,1708,N00025284,,1003551,400162,28253,Raul M. Grijalva,gIQATZnOAP,20305,Raúl Grijalva
Brett,Guthrie,KY,2/18/1964,202-225-3501,http://brettguthrieforms.house.gov/contact/,http://guthrie.house.gov/common/rss/?rss=24,RepGuthrie,,,BrettGuthrie,UCdJhDw-YbdH0RHfWK0sIfiw,G000558,1922,N00029675,,1031343,412278,18829,Brett Guthrie,gIQAh9rq6O,20916,Brett Guthrie
Luis,Gutiérrez,IL,12/10/1953,202-225-8203,http://gutierrezforms.house.gov/contact/,http://gutierrez.house.gov/rss.xml,LuisGutierrez,RepGutierrez,91052833204,repluisgutierrez,UCLooufcInrRP1FQn_WY9yDA,G000535,478,N00004874,,23476,400163,26841,Luis V. Gutierrez,gIQADVuzDP,29348,Luis Gutiérrez
Richard,Hanna,NY,1/25/1951,202-225-3665,https://hanna.house.gov/email-me,http://hanna.house.gov/index.php?format=feed&amp;type=rss,RepRichardHanna,reprichardhanna,1.72E+14,reprichardhanna,UCgfFot8WPIupNxdo8psDbdQ,H001051,2044,N00030197,,61702,412454,110344,,gIQAQdiXKP,21157,Richard L. Hanna
Gregg,Harper,MS,6/1/1956,202-225-5031,https://harperforms.house.gov/forms/writeyourrep/,http://harper.house.gov/rss.xml,GreggHarper,GreggHarper,48248435938,congressmanharper,UC9UIowW9bhstVTiMX8znppQ,H001045,1933,N00029632,,1031347,412280,101985,,gIQAg8GpAP,20925,Gregg Harper
